MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,Slvl,Interest,Rank,Qrtr
3,89.0,13214,Pave,2,HLS,AllPub,Inside,0,Timber,Norm,1Fam,9,5,Hip,CompShg,Stucco,None,0.0,5,3,PConc,5,3,4,1,0,1,0,2002,2002,GasA,5,1,SBrkr,2018,0,0,2018,3,1,5,10,5,1,4,Attchd,3,3,746,Y,144,0,0,None,None,0,5,2010,WD,Normal,378500,0,3.0,1,1.0,1,2.0,2002,76,0,0,0,1.0,1,0,0.2006451612903227,2.1258333333333335,2
3,0.0,14100,Pave,2,Lvl,AllPub,Inside,1,Crawfor,Norm,1Fam,8,9,Gable,CompShg,Stucco,BrkFace,632.0,3,4,CBlock,3,3,2,3,192,1,0,536,728,GasA,5,1,SBrkr,1968,1479,0,3447,4,1,4,11,5,2,4,BuiltIn,1,3,1014,Y,314,0,0,GdWo,None,0,5,2008,WD,Normal,381000,0,3.0,11,26.0,1,3.5,1112,12,0,0,0,1.5,1,0,1.9783870967741928,2.1258333333333335,2
3,78.0,11344,Pave,3,Lvl,AllPub,Inside,0,NAmes,Feedr,1Fam,5,5,Gable,CompShg,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,1,4,460,1,0,414,874,GasW,3,1,FuseA,874,650,0,1524,3,1,3,7,5,0,0,Attchd,1,1,315,Y,0,0,0,GdWo,None,0,7,2007,WD,Normal,144000,0,3.0,49,49.0,1,1.5,2254,0,1,0,0,1.5,1,0,5.258387096774194,2.6666666666666665,3
3,0.0,23595,Pave,3,Low,AllPub,Inside,2,ClearCr,Norm,1Fam,7,6,Shed,WdShake,Plywood,None,0.0,4,3,PConc,4,3,4,6,1258,1,0,74,1332,GasA,3,1,SBrkr,1332,192,0,1524,0,1,4,4,5,1,3,Attchd,3,2,586,Y,268,0,0,None,None,0,4,2010,WD,Normal,260000,0,3.0,31,31.0,1,2.5,7622,0,0,0,0,1.0,1,0,0.1983333333333334,2.1258333333333335,2
3,0.0,9156,Pave,2,Lvl,AllPub,Inside,0,NWAmes,PosN,1Fam,6,7,Hip,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1489,1489,GasA,4,1,SBrkr,1489,0,0,1489,3,1,4,7,5,1,4,Attchd,2,2,462,Y,0,0,0,None,None,0,8,2009,WD,Normal,185750,0,3.0,41,41.0,1,2.0,1489,0,1,0,0,1.0,1,0,0.16032258064516125,1.5,3
3,0.0,13526,Pave,2,Lvl,AllPub,CulDSac,0,Sawyer,Norm,1Fam,5,6,Hip,CompShg,HdBoard,BrkFace,114.0,3,3,CBlock,3,3,1,4,560,2,375,0,935,GasA,3,1,SBrkr,935,0,0,935,3,1,3,5,5,0,0,Attchd,1,1,288,Y,180,0,0,MnPrv,None,0,11,2006,WD,Normal,137000,0,3.0,41,41.0,1,2.0,2990,0,0,0,0,1.0,1,0,5.2456666666666685,2.3333333333333335,4
3,124.0,11512,Pave,2,Lvl,AllPub,Corner,0,Edwards,Norm,1Fam,6,7,Gable,CompShg,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,5,719,1,0,300,1019,GasA,4,1,SBrkr,1357,0,0,1357,2,1,5,5,5,1,4,Basment,2,1,312,Y,0,0,0,GdPrv,None,0,5,2008,WD,Normal,177000,0,3.0,2,49.0,1,2.0,3895,163,0,0,0,1.5,1,0,1.9783870967741928,2.0,2
3,53.0,5362,Pave,3,Lvl,AllPub,Corner,0,Crawfor,Norm,1Fam,5,6,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,661,661,GasA,5,1,SBrkr,661,589,0,1250,3,1,3,8,5,1,4,Detchd,1,2,552,Y,242,0,0,None,None,0,11,2007,WD,Normal,139000,0,3.0,4,22.0,1,2.0,661,81,0,0,0,1.5,1,0,4.486666666666668,2.1258333333333335,4
3,95.0,11345,Pave,3,Lvl,AllPub,Corner,0,NAmes,Feedr,Duplex,5,5,Gable,Roll,AsbShng,Stone,567.0,3,3,CBlock,3,3,1,3,220,1,0,708,928,GasA,4,1,FuseA,928,992,0,1920,4,2,3,10,5,0,0,Detchd,1,2,400,Y,0,0,0,None,None,0,7,2007,WD,Normal,137000,0,2.5,57,59.0,1,2.0,1368,0,1,0,0,2.0,1,0,5.258387096774194,2.6666666666666665,3
3,0.0,12936,Pave,2,Lvl,AllPub,CulDSac,0,NWAmes,Norm,1Fam,6,6,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,4,1,4,593,1,0,130,723,GasA,3,1,SBrkr,735,660,0,1395,3,1,3,6,5,1,3,Attchd,1,2,497,Y,294,0,0,None,None,0,12,2009,WD,Normal,162000,0,3.0,37,37.0,1,2.0,2502,116,0,0,0,2.0,1,0,0.11806451612903228,1.5,4
3,0.0,17871,Pave,2,Lvl,AllPub,CulDSac,0,NWAmes,Norm,1Fam,6,5,Gable,CompShg,HdBoard,BrkFace,359.0,3,3,CBlock,4,3,3,5,528,1,0,1152,1680,GasA,2,1,SBrkr,1724,0,0,1724,3,1,3,7,5,1,4,Attchd,2,2,480,Y,0,0,0,None,None,0,6,2009,WD,Normal,197900,0,3.0,33,42.0,1,2.5,3792,0,0,0,0,1.5,1,0,0.2063333333333333,1.5,2
3,75.0,9473,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,8,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804,1,0,324,1128,GasA,5,1,SBrkr,1128,903,0,2031,3,1,4,7,5,1,4,Attchd,2,2,577,Y,0,0,0,None,None,0,3,2008,WD,Normal,237000,0,3.0,6,6.0,1,3.5,5148,211,0,0,0,2.0,1,0,2.6103225806451613,2.1258333333333335,1
0,60.0,7500,Pave,3,Lvl,AllPub,Inside,0,IDOTRR,Norm,1Fam,4,4,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,698,698,GasA,3,1,FuseA,698,430,0,1128,2,1,3,6,5,0,0,Detchd,2,2,528,Y,30,0,0,None,None,0,4,2010,COD,Abnorml,68400,0,3.0,60,30.0,1,1.0,698,164,0,0,0,1.5,1,0,0.1983333333333334,2.1258333333333335,2
3,67.0,9808,Pave,2,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,VinylSd,BrkFace,110.0,4,3,PConc,4,3,1,6,788,1,0,785,1573,GasA,5,1,SBrkr,1573,0,0,1573,3,1,4,6,5,0,0,Attchd,2,2,544,Y,0,0,0,None,None,0,3,2009,WD,Normal,227000,0,3.0,7,7.0,1,3.0,5513,72,0,0,0,1.0,1,0,0.18064516129032265,2.1258333333333335,1
3,50.0,8049,Pave,2,Lvl,AllPub,CulDSac,0,Timber,Norm,1Fam,7,5,Hip,CompShg,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,1,5,1053,1,0,256,1309,GasA,3,1,SBrkr,1339,0,0,1339,2,1,3,6,5,1,3,Attchd,3,2,484,Y,0,0,0,None,None,0,7,2006,WD,Normal,180000,0,4.0,16,16.0,1,3.0,5521,148,0,0,0,1.0,1,0,5.235161290322582,2.1258333333333335,3
3,61.0,8800,Pave,2,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,5,7,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,4,3,2,2,532,3,144,364,1040,GasA,3,1,SBrkr,1040,0,0,1040,3,1,4,5,5,0,0,Detchd,1,2,484,Y,0,0,0,None,None,0,9,2009,WD,Normal,150500,0,3.0,1,32.0,1,2.0,1496,288,0,0,0,1.0,1,0,0.14666666666666667,2.1258333333333335,3
3,94.0,9400,Pave,3,Low,AllPub,Corner,0,Mitchel,Norm,Duplex,6,5,Mansard,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,3,1,0,1,0,912,912,GasA,3,1,SBrkr,912,912,0,1824,4,2,3,8,5,0,0,None,0,0,0,Y,128,0,0,None,None,0,4,2010,WD,Normal,139000,0,0.0,39,39.0,1,3.0,912,0,0,0,0,2.0,1,0,0.1983333333333334,2.3333333333333335,2
3,50.0,9638,Pave,3,Lvl,AllPub,Inside,0,SWISU,Feedr,1Fam,6,7,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,804,804,GasA,5,1,SBrkr,1699,748,0,2447,4,1,4,10,4,1,4,Detchd,1,1,336,Y,272,0,0,None,None,0,3,2010,WD,Normal,169000,0,3.0,20,41.0,1,2.0,804,158,1,0,0,1.5,1,0,0.16451612903225812,2.1258333333333335,1
1,50.0,6000,Pave,3,Lvl,AllPub,Inside,0,BrkSide,Norm,1Fam,6,6,Gable,CompShg,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0,1,0,780,780,GasA,5,1,FuseF,825,587,0,1412,4,1,3,6,5,1,4,Detchd,1,1,280,Y,45,0,0,None,None,0,5,2009,WD,Normal,132500,0,3.0,59,70.0,1,1.0,780,0,0,0,0,1.5,1,0,0.17741935483870971,2.1258333333333335,2
3,0.0,9790,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Feedr,1Fam,6,5,Hip,CompShg,HdBoard,BrkFace,451.0,3,3,CBlock,3,3,1,5,569,3,81,678,1328,GasA,3,1,SBrkr,1328,0,0,1328,3,1,3,6,5,2,4,Attchd,1,2,528,Y,0,0,0,None,None,0,6,2010,WD,Normal,143000,0,3.0,47,47.0,1,2.5,3088,26,1,0,0,1.0,1,0,0.1766666666666667,1.5,2
3,0.0,36500,Pave,2,Low,AllPub,Inside,1,ClearCr,Norm,1Fam,5,5,Gable,CompShg,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3,3,3,3,812,1,0,812,1624,GasA,2,1,SBrkr,1582,0,0,1582,4,1,3,7,5,0,0,Attchd,1,2,390,N,168,0,0,None,None,0,6,2006,WD,Normal,190000,0,3.0,42,42.0,1,2.5,3248,198,0,0,0,1.0,1,0,4.9910000000000005,2.1258333333333335,2
3,40.0,5664,Pave,2,Lvl,AllPub,Inside,0,StoneBr,Norm,TwnhsE,8,5,Gable,CompShg,CemntBd,None,0.0,4,3,PConc,4,3,1,6,1158,1,0,343,1501,GasA,5,1,SBrkr,1659,0,0,1659,2,1,5,5,5,1,5,Attchd,3,2,499,Y,212,0,0,None,None,0,10,2009,WD,Normal,278000,0,3.0,9,9.0,1,3.0,7291,59,0,1,0,1.0,1,0,0.11806451612903225,2.1258333333333335,4
3,86.0,11065,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,1Fam,8,5,Gable,CompShg,VinylSd,Stone,788.0,4,3,PConc,4,3,2,1,0,1,0,1085,1085,GasA,5,1,SBrkr,1120,850,0,1970,3,1,5,8,5,1,4,BuiltIn,3,3,753,Y,177,0,0,None,None,0,10,2006,New,Partial,281000,0,3.0,0,0.0,0,2.5,1085,74,0,0,0,2.0,1,0,5.245161290322579,2.1258333333333335,4
3,0.0,14112,Pave,2,Lvl,AllPub,Corner,0,NAmes,Norm,1Fam,5,7,Hip,CompShg,Wd Sdng,BrkFace,86.0,3,3,PConc,3,3,3,6,1014,1,0,138,1152,GasA,3,1,SBrkr,1152,0,0,1152,3,1,3,6,5,1,4,Attchd,2,2,484,Y,227,0,0,None,None,0,4,2010,WD,Normal,180500,0,3.0,46,46.0,1,2.0,6222,0,0,0,0,1.5,1,0,0.1983333333333334,2.6666666666666665,2
1,21.0,1680,Pave,3,Lvl,AllPub,Inside,0,BrDale,Norm,Twnhs,5,7,Gable,CompShg,CemntBd,BrkFace,268.0,3,3,CBlock,3,3,1,5,231,1,0,399,630,GasA,3,1,SBrkr,630,672,0,1302,3,1,3,6,5,0,0,Detchd,1,1,264,Y,185,0,0,None,None,0,2,2009,WD,Normal,119500,0,3.0,37,37.0,1,2.5,1554,0,0,1,0,2.0,1,0,0.2221428571428572,2.1258333333333335,1
1,60.0,6600,Pave,3,Lvl,AllPub,Corner,0,OldTown,Norm,1Fam,5,4,Gable,CompShg,Wd Sdng,None,0.0,3,3,Stone,3,3,1,1,0,1,0,994,994,GasA,3,0,SBrkr,1378,994,0,2372,4,2,3,11,4,0,0,Attchd,2,1,432,Y,0,0,0,None,None,0,12,2009,WD,Normal,107500,0,3.0,44,24.0,1,2.0,994,287,0,0,0,2.0,1,0,0.11806451612903228,2.1258333333333335,4
3,78.0,10140,Pave,3,Lvl,AllPub,Inside,0,NWAmes,Norm,1Fam,7,5,Gable,CompShg,HdBoard,None,0.0,3,3,PConc,4,3,1,6,194,1,0,638,832,GasA,3,1,SBrkr,832,832,0,1664,4,1,3,8,5,1,3,Attchd,2,2,528,Y,0,0,0,GdWo,None,0,3,2006,WD,Normal,162900,0,3.0,30,30.0,1,2.5,1802,287,0,0,0,2.0,1,0,4.589354838709676,1.5,1
3,60.0,8172,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,5,7,Hip,CompShg,WdShing,None,0.0,3,3,CBlock,3,3,1,3,167,1,0,697,864,GasA,3,1,SBrkr,864,0,0,864,2,1,3,5,5,0,0,Detchd,1,2,572,N,0,0,0,None,None,0,4,2006,WD,Normal,115000,0,3.0,16,49.0,1,2.0,1198,0,0,0,0,1.0,1,0,4.790333333333334,2.0,2
3,70.0,8400,Pave,3,Lvl,AllPub,Inside,0,NAmes,Feedr,1Fam,5,5,Hip,CompShg,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,3,4,1016,1,0,36,1052,GasA,4,1,SBrkr,1052,0,0,1052,3,1,3,5,5,0,0,Attchd,2,1,288,Y,356,0,0,GdWo,None,0,11,2006,WD,Normal,138500,0,3.0,38,38.0,1,2.5,4100,0,1,0,0,1.0,1,0,5.2456666666666685,2.6666666666666665,4
3,80.0,8700,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,6,Hip,CompShg,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,2,5,776,1,0,344,1120,GasA,4,1,SBrkr,1128,0,0,1128,3,1,3,6,5,0,0,Attchd,2,2,525,Y,192,0,0,MnPrv,None,0,12,2008,WD,Normal,155000,0,3.0,45,45.0,1,3.0,4224,143,0,0,0,1.0,1,0,0.1551612903225806,2.6666666666666665,4
1,35.0,3675,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,TwnhsE,6,5,Gable,CompShg,VinylSd,BrkFace,82.0,3,3,PConc,4,3,4,6,547,1,0,0,547,GasA,4,1,SBrkr,1072,0,0,1072,2,1,3,5,5,0,0,Basment,3,2,525,Y,0,0,0,None,None,0,6,2006,New,Partial,140000,0,3.0,0,1.0,1,3.0,3282,44,0,1,1,2.5,1,0,4.9910000000000005,2.0,2
3,313.0,63887,Pave,0,Bnk,AllPub,Corner,0,Edwards,Feedr,1Fam,10,5,Hip,ClyTile,Stucco,Stone,796.0,5,3,PConc,5,3,4,6,5644,1,0,466,6110,GasA,5,1,SBrkr,4692,950,0,5642,3,1,5,12,5,3,4,Attchd,3,2,1418,Y,214,480,4,None,None,0,1,2008,New,Partial,160000,1,3.0,0,0.0,0,4.5,34330,292,1,0,0,2.0,1,0,3.940322580645162,2.0,1
3,75.0,7500,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,5,7,Hip,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340,3,906,0,1246,GasA,5,1,SBrkr,1246,0,0,1246,3,1,4,6,5,0,0,Attchd,2,1,305,Y,218,0,0,GdPrv,None,0,5,2010,WD,Normal,154000,0,3.0,16,51.0,1,2.5,3398,0,0,0,0,1.0,1,0,0.2006451612903227,2.6666666666666665,2
3,0.0,10762,Pave,2,Lvl,AllPub,CulDSac,0,Gilbert,Norm,1Fam,7,5,Gable,CompShg,VinylSd,None,344.0,4,3,PConc,4,3,1,6,694,1,0,284,978,GasA,5,1,SBrkr,1005,978,0,1983,3,1,4,9,5,1,3,Attchd,3,2,490,Y,0,0,0,None,None,0,5,2009,WD,Normal,225000,0,3.0,10,10.0,1,2.5,4448,0,0,0,0,2.0,1,0,0.17741935483870971,1.0,2
3,0.0,7500,Pave,2,Bnk,AllPub,Inside,0,Crawfor,Norm,1Fam,6,7,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,547,1,0,224,771,GasA,2,1,SBrkr,753,741,0,1494,3,1,4,7,5,2,4,Attchd,1,1,213,P,0,0,0,None,None,0,11,2009,WD,Normal,177500,0,3.0,59,67.0,1,1.0,2412,224,0,0,0,2.0,1,0,0.11900000000000001,2.1258333333333335,4
3,92.0,10120,Pave,3,Lvl,AllPub,Inside,0,NoRidge,Norm,1Fam,8,5,Hip,CompShg,VinylSd,BrkFace,391.0,4,3,PConc,4,3,1,6,740,1,0,425,1165,GasA,5,1,SBrkr,1203,1323,0,2526,4,1,4,8,5,1,3,Attchd,2,3,844,Y,309,0,0,None,None,0,12,2006,WD,Normal,290000,0,3.0,12,12.0,1,3.5,4865,78,0,0,0,2.0,1,0,5.23806451612903,2.1258333333333335,4
3,73.0,8688,Pave,3,Lvl,AllPub,Inside,0,Somerst,Norm,1Fam,7,5,Gable,CompShg,VinylSd,BrkFace,228.0,4,3,PConc,4,3,3,1,0,1,0,1616,1616,GasA,5,1,SBrkr,1616,0,0,1616,3,1,4,7,5,0,0,Attchd,2,3,834,Y,208,0,0,None,None,0,4,2006,WD,Normal,232000,0,3.0,1,1.0,1,2.0,1616,59,0,0,0,1.0,1,0,4.790333333333334,2.1258333333333335,2
1,32.0,3363,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,TwnhsE,7,5,Gable,CompShg,VinylSd,Stone,117.0,4,3,PConc,4,3,1,1,0,1,0,976,976,GasA,5,1,SBrkr,976,732,0,1708,3,1,4,7,2,0,0,Detchd,1,2,380,Y,0,0,0,None,None,0,4,2006,WD,Normal,130000,0,3.0,2,2.0,1,2.0,976,40,0,1,0,2.0,1,0,4.790333333333334,2.0,2
3,108.0,13173,Pave,2,Lvl,AllPub,Corner,0,NridgHt,Norm,1Fam,9,5,Hip,CompShg,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1572,1,0,80,1652,GasA,5,1,SBrkr,1652,0,0,1652,2,1,5,6,5,2,5,Attchd,3,2,840,Y,404,0,0,None,None,0,11,2009,WD,Normal,325000,0,3.0,2,3.0,1,3.0,9512,102,0,0,0,1.0,1,0,0.11900000000000001,2.1258333333333335,4
3,48.0,6955,Pave,2,Lvl,AllPub,Inside,0,NridgHt,Norm,TwnhsE,7,5,Gable,CompShg,VinylSd,Stone,94.0,4,3,PConc,4,3,1,1,0,1,0,1368,1368,GasA,5,1,SBrkr,1368,0,0,1368,2,1,4,6,5,1,4,Attchd,2,2,474,Y,132,0,0,None,None,0,9,2006,New,Partial,202500,0,3.0,0,1.0,1,2.0,1368,35,0,1,0,1.0,1,0,5.254666666666668,2.1258333333333335,3
3,60.0,8072,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,5,5,Gable,CompShg,VinylSd,None,0.0,3,4,PConc,4,4,1,5,746,1,0,244,990,GasA,5,1,SBrkr,990,0,0,990,3,1,3,5,5,0,0,Detchd,1,2,480,Y,0,0,0,None,None,0,5,2009,WD,Normal,138000,0,3.0,14,9.0,1,2.0,3974,64,0,0,0,1.0,1,0,0.17741935483870971,2.1258333333333335,2
1,100.0,12000,Pave,3,Lvl,AllPub,Inside,0,OldTown,Norm,1Fam,5,7,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,144,5,608,172,924,GasA,5,1,SBrkr,1122,0,0,1122,2,1,4,6,5,0,0,Attchd,1,2,528,Y,0,0,0,GdWo,None,0,5,2008,WD,Normal,147000,0,3.0,3,60.0,1,2.0,3904,36,0,0,0,1.0,1,0,1.9783870967741928,2.1258333333333335,2
3,0.0,7153,Pave,3,Lvl,AllPub,Inside,0,SawyerW,Norm,1Fam,6,5,Gable,CompShg,HdBoard,BrkFace,88.0,3,3,CBlock,4,3,1,6,1200,1,0,78,1278,GasA,4,1,SBrkr,1294,0,0,1294,3,1,4,6,5,0,0,Attchd,2,2,496,Y,112,0,0,GdWo,None,0,6,2008,WD,Normal,179200,0,3.0,17,17.0,1,3.0,7278,51,0,0,0,1.0,1,0,2.001,2.1258333333333335,2
3,100.0,17500,Pave,3,Lvl,AllPub,Inside,0,Crawfor,PosA,1Fam,7,8,Gable,CompShg,BrkFace,None,0.0,4,4,PConc,4,3,3,6,1406,1,0,496,1902,GasA,3,1,SBrkr,1902,0,0,1902,3,1,5,7,5,2,3,Attchd,3,2,567,Y,0,0,0,None,None,0,5,2010,WD,Normal,335000,0,3.0,8,51.0,1,3.0,8932,369,1,0,0,1.0,1,0,0.2006451612903227,2.1258333333333335,2
3,68.0,8814,Pave,3,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,7,5,Gable,CompShg,VinylSd,BrkFace,80.0,4,3,PConc,4,3,1,6,925,1,0,349,1274,GasA,5,1,SBrkr,1274,0,0,1274,3,1,4,6,5,0,0,Attchd,2,2,508,Y,264,0,0,None,None,0,1,2007,New,Partial,203000,0,3.0,0,2.0,1,3.0,5899,98,0,0,0,1.0,1,0,5.2483870967741915,2.1258333333333335,1
3,0.0,9572,Pave,2,Lvl,AllPub,Inside,0,NoRidge,Norm,1Fam,8,5,Gable,CompShg,Wd Sdng,BrkFace,336.0,4,3,PConc,5,3,1,6,482,1,0,971,1453,GasA,5,1,SBrkr,1453,1357,0,2810,4,1,4,9,5,1,5,Attchd,2,2,750,Y,500,0,0,None,None,0,6,2007,WD,Normal,302000,0,4.0,17,17.0,1,2.5,3863,0,0,0,0,2.0,1,0,5.254,2.1258333333333335,2
3,108.0,14774,Pave,2,Lvl,AllPub,Corner,0,NoRidge,Norm,1Fam,9,5,Gable,CompShg,VinylSd,BrkFace,165.0,4,3,PConc,4,3,1,1,0,1,0,1393,1393,GasA,5,1,SBrkr,1422,1177,0,2599,4,1,4,10,5,1,3,BuiltIn,3,3,779,Y,668,0,0,None,None,0,5,2010,WD,Normal,333168,0,3.0,11,11.0,1,2.5,1393,30,0,0,0,2.0,1,0,0.2006451612903227,2.1258333333333335,2
3,60.0,8190,Pave,3,Lvl,AllPub,Inside,0,Edwards,Norm,1Fam,4,6,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,732,1,0,216,948,GasA,5,1,SBrkr,948,0,0,948,3,1,3,5,5,1,3,Detchd,1,1,280,Y,0,0,0,None,None,0,10,2007,WD,Normal,119000,0,3.0,53,51.0,1,2.0,2412,36,0,0,0,1.0,1,0,4.7554838709677405,2.0,4
3,85.0,11075,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,5,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,2,3,2,5,500,2,276,176,952,GasA,3,1,SBrkr,1092,1020,0,2112,4,1,3,9,5,2,4,Attchd,1,2,576,Y,280,0,0,None,None,0,6,2008,WD,Normal,206900,0,3.0,39,39.0,1,2.5,3052,0,0,0,0,2.0,1,0,2.001,2.6666666666666665,2
3,61.0,10226,Pave,2,Lvl,AllPub,Inside,0,CollgCr,Norm,1Fam,8,5,Gable,CompShg,VinylSd,Stone,270.0,4,3,PConc,5,3,4,1,0,1,0,1622,1622,GasA,5,1,SBrkr,1630,0,0,1630,3,1,5,8,5,1,4,Attchd,2,3,860,Y,172,0,0,None,None,0,1,2009,WD,Normal,295493,0,3.0,1,1.0,1,3.0,1622,42,0,0,0,1.0,1,0,0.15419354838709684,2.1258333333333335,1
4,47.0,4230,Pave,3,Lvl,AllPub,Corner,0,Somerst,Norm,TwnhsE,7,5,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,5,4,1,1,0,1,0,1352,1352,GasA,5,1,SBrkr,1352,0,0,1352,2,1,4,5,5,1,4,Attchd,2,2,466,Y,0,0,0,None,None,0,4,2007,New,Partial,208900,0,3.0,0,1.0,1,2.0,1352,241,0,1,0,1.0,1,0,5.249666666666668,2.1258333333333335,2
3,0.0,14781,Pave,1,Lvl,AllPub,CulDSac,0,CollgCr,Norm,1Fam,8,5,Hip,CompShg,VinylSd,BrkFace,178.0,4,3,PConc,4,3,4,1,0,1,0,1753,1753,GasA,5,1,SBrkr,1787,0,0,1787,3,1,4,7,5,1,3,Attchd,2,3,748,Y,198,0,0,None,None,0,8,2006,WD,Normal,275000,0,3.0,4,5.0,1,2.0,1753,150,0,0,0,1.0,1,0,5.2464516129032255,2.1258333333333335,3
3,75.0,10215,Pave,3,Bnk,AllPub,Inside,0,Edwards,Norm,1Fam,4,5,Hip,CompShg,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,1,5,492,1,0,372,864,GasA,5,1,SBrkr,948,0,0,948,3,1,3,5,5,0,0,Attchd,1,1,248,Y,0,0,0,None,None,0,2,2007,WD,Normal,111000,0,3.0,53,53.0,1,1.0,2832,0,0,0,0,1.0,1,0,5.258928571428571,2.0,1
3,70.0,8400,Pave,3,Lvl,AllPub,Inside,0,NAmes,Norm,1Fam,6,3,Hip,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,189,3,661,628,1478,GasA,4,1,SBrkr,1478,0,0,1478,3,1,3,6,5,2,4,Attchd,2,2,442,Y,114,0,0,None,None,0,6,2009,WD,Normal,156500,0,3.0,52,52.0,1,2.5,2928,216,0,0,0,1.0,1,0,0.2063333333333333,2.6666666666666665,2
3,0.0,6627,Pave,2,Lvl,AllPub,Corner,0,BrkSide,Feedr,1Fam,3,6,Hip,CompShg,VinylSd,None,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,Floor,3,0,SBrkr,720,0,0,720,2,1,3,4,5,0,0,Detchd,1,1,287,Y,0,0,0,None,None,0,7,2008,WD,Normal,72500,0,2.5,58,53.0,1,1.0,0,0,1,0,0,1.0,1,0,2.0096774193548392,2.1258333333333335,3
3,107.0,10186,Pave,2,Lvl,AllPub,Inside,0,NoRidge,Norm,1Fam,7,5,Gable,CompShg,HdBoard,None,0.0,4,3,PConc,4,3,1,6,674,1,0,76,750,GasA,5,1,SBrkr,1061,862,0,1923,3,1,4,8,5,1,3,Attchd,2,2,564,Y,240,0,0,None,None,0,6,2010,WD,Normal,190000,0,3.0,18,18.0,1,3.5,4120,39,0,0,0,2.0,1,0,0.1766666666666667,2.1258333333333335,2
3,50.0,5330,Pave,3,HLS,AllPub,Inside,0,BrkSide,Norm,1Fam,4,7,Hip,CompShg,VinylSd,None,0.0,2,3,CBlock,3,3,1,2,280,1,0,140,420,GasA,4,1,SBrkr,708,0,0,708,2,1,2,5,5,0,0,None,0,0,0,Y,164,0,0,None,None,0,12,2009,WD,Normal,82500,0,0.0,59,69.0,1,1.0,700,0,0,0,0,1.0,1,0,0.11806451612903228,2.1258333333333335,4
